0,0.1721952,1.809264,-0.08277375,0.335761,0.6753061,0.4852999,-0.4423915,
0.02,0.1722806,1.809255,-0.08299977,0.3361942,0.6752579,0.485004,-0.4424605,
0.04,0.1679946,1.807852,-0.08410078,0.337229,0.6755571,0.4798725,-0.4467903,
0.3319613,0.1677731,1.807771,-0.08420533,0.3371133,0.6756922,0.4796988,-0.4468599,
0.3654483,0.1676988,1.807747,-0.08422089,0.3369228,0.6757987,0.4797487,-0.446789,
0.3985952,0.1679056,1.807769,-0.08448261,0.3370491,0.6759294,0.4797548,-0.4464894,
0.4320315,0.1681,1.807803,-0.08464211,0.3370478,0.676048,0.4798743,-0.4461822,
0.4648968,0.1681444,1.807826,-0.08457327,0.3370515,0.6759952,0.4799414,-0.4461873,
0.4984103,0.1682387,1.80788,-0.08439982,0.3369269,0.6759291,0.4801818,-0.4461229,
0.5315764,0.1682387,1.80788,-0.08439982,0.3369269,0.6759291,0.4801818,-0.4461229,
0.564598,0.1679663,1.807825,-0.0842247,0.3361908,0.676166,0.480482,-0.445996,
0.598322,0.1678434,1.807821,-0.08400518,0.3358812,0.6761575,0.480659,-0.4460513,
0.6310636,0.167633,1.807825,-0.08355498,0.3355769,0.6759757,0.480843,-0.4463575,
0.6642967,0.1673138,1.807811,-0.08300781,0.3346069,0.6760518,0.4814032,-0.4463668,
0.6976995,0.1671203,1.80779,-0.08275324,0.3341892,0.6760701,0.4815993,-0.4464404,
0.7313765,0.1670868,1.807785,-0.08272213,0.3341803,0.6760515,0.4815861,-0.4464894,
0.7646117,0.167036,1.807767,-0.08274019,0.3341124,0.6760984,0.4815759,-0.4464801,
0.7972306,0.1669738,1.807748,-0.08274263,0.3341131,0.6760999,0.4815159,-0.4465421,
0.8304637,0.1669872,1.807787,-0.08250487,0.3339935,0.6759831,0.481703,-0.4466065,
0.8636974,0.1671629,1.807891,-0.08214223,0.3338124,0.6758044,0.4821333,-0.4465482,
0.8969474,0.1673104,1.807952,-0.08202374,0.3339975,0.6756252,0.4821972,-0.4466118,
0.9310738,0.1677924,1.808129,-0.08177948,0.3343656,0.6752623,0.4825046,-0.4465533,
0.9633977,0.168111,1.808301,-0.08123374,0.3343503,0.6748656,0.4830322,-0.446594,
0.9971557,0.1680683,1.80841,-0.08036274,0.3342387,0.6742753,0.4834127,-0.4471571,
1.030253,0.168172,1.808527,-0.07974237,0.3342984,0.6737855,0.4837168,-0.4475218,
1.063097,0.1680247,1.808624,-0.07871777,0.3338716,0.6732366,0.4842666,-0.4480715,
1.09696,0.1679122,1.808666,-0.0781669,0.333683,0.6729209,0.4845031,-0.4484305,
1.130485,0.1673182,1.808639,-0.077057,0.3331322,0.6723689,0.4847454,-0.4494051,
1.162926,0.166209,1.808486,-0.0757094,0.3324117,0.6717231,0.4847029,-0.4509476,
1.196964,0.1653666,1.808329,-0.07497692,0.331852,0.6714545,0.4845628,-0.4519093,
1.229264,0.1629867,1.807921,-0.07249451,0.3300792,0.6704791,0.4844425,-0.4547758,
1.262497,0.1596818,1.807351,-0.06870598,0.3270845,0.6691201,0.4847348,-0.4586133,
1.29597,0.1551189,1.806445,-0.06377542,0.3225306,0.6676447,0.48526,-0.4634085,
1.329046,0.1524275,1.80583,-0.06121099,0.3197637,0.6670548,0.4854748,-0.4659433,
1.362197,0.146757,1.804431,-0.05587417,0.314029,0.6657777,0.4857831,-0.471318,
1.395432,0.143982,1.803703,-0.05319989,-0.311411,-0.6649985,-0.4857937,0.4741356,
1.429077,0.1390697,1.802325,-0.04859191,-0.3070828,-0.6635451,-0.4854969,0.4792712,
1.461965,0.134987,1.801114,-0.04458821,-0.3028542,-0.6624708,-0.4857142,0.4832118,
1.495826,0.133222,1.800573,-0.04276943,-0.3009768,-0.6619535,-0.4858598,0.4849442,
1.528464,0.1305397,1.799739,-0.03974193,-0.2983518,-0.6608541,-0.4859813,0.4879347,
1.56182,0.1290996,1.799299,-0.03765744,-0.2968861,-0.6599364,-0.486224,0.4898253,
1.594941,0.1287446,1.799204,-0.03683472,-0.2963327,-0.6595617,-0.4865228,0.4903681,
1.628558,0.1287621,1.799259,-0.03582579,-0.2957214,-0.659071,-0.4873146,0.4906106,
1.66135,0.1294986,1.799561,-0.03540426,-0.2955407,-0.6588323,-0.4883562,0.4900042,
1.694534,0.1301765,1.799818,-0.03544927,-0.2957286,-0.6587821,-0.4889136,0.489402,
1.727884,0.1316558,1.800351,-0.03603435,-0.2961588,-0.6590329,-0.4899562,0.4877588,
1.761001,0.1323633,1.800593,-0.03655678,-0.2963453,-0.6593453,-0.4903888,0.4867876,
1.794479,0.1333054,1.800864,-0.03817773,-0.2963989,-0.6605493,-0.4908036,0.4847,
1.827707,0.1337747,1.800911,-0.04055279,-0.2963347,-0.6623734,-0.4905542,0.4824975,
1.8607,0.1341812,1.800867,-0.04378796,-0.2965823,-0.6647006,-0.4897054,0.4800006,
1.893933,0.1342977,1.800793,-0.0455839,-0.2965112,-0.6660818,-0.4892615,0.4785805,
1.927168,0.1344965,1.80059,-0.04944193,-0.2962697,-0.6690786,-0.4882895,0.4755329,
1.960616,0.1341163,1.800146,-0.05323642,-0.2953533,-0.6723116,-0.4871894,0.4726628,
1.994466,0.1337623,1.799863,-0.05499023,-0.2947593,-0.6738747,-0.4866058,0.4714071,
2.026868,0.1329334,1.799239,-0.05841237,-0.2935211,-0.6769474,-0.485356,0.4690599,
2.060748,0.1325177,1.798951,-0.05978054,-0.2928563,-0.6782446,-0.4848789,0.468094,
2.09367,0.1317505,1.798419,-0.06217611,-0.2917494,-0.6804839,-0.4839499,0.4664938,
2.126948,0.1310903,1.797955,-0.0641951,0.2898681,0.6827676,0.4837847,-0.4644969,
2.160026,0.1307811,1.797768,-0.06483096,0.288701,0.6837271,0.4840169,-0.4635696,
2.193035,0.1305213,1.797549,-0.06592232,0.2869365,0.6852662,0.4845144,-0.4618695,
2.226454,0.1307842,1.797493,-0.06730086,0.2854082,0.6869083,0.4852427,-0.4596072,
2.259497,0.1308654,1.797433,-0.06808889,0.2843798,0.6879077,0.4856862,-0.4582795,
2.293241,0.1314098,1.797445,-0.06973559,0.2831554,0.6896076,0.486351,-0.4557709,
2.325965,0.131682,1.797251,-0.07216555,0.2828476,0.6914932,0.4857969,-0.4536914,
2.359197,0.1316393,1.797074,-0.07342917,0.2827204,0.6924582,0.4853007,-0.452829,
2.392431,0.1314889,1.796741,-0.07554746,0.2831516,0.6938102,0.4839642,-0.4519195,
2.425664,0.1318324,1.796684,-0.0769459,0.284432,0.6942942,0.4828624,-0.4515508,
2.459819,0.1317118,1.796513,-0.07785875,0.2841226,0.6950778,0.4825504,-0.4508729,
2.492867,0.1315366,1.796473,-0.07766485,0.2833296,0.695262,0.4829785,-0.4506295,
2.525603,0.1314073,1.796479,-0.07726514,0.2832097,0.6950233,0.4831043,-0.4509381,
2.558846,0.1312011,1.796445,-0.07693291,0.2832113,0.6947836,0.4830465,-0.4513681,
2.592102,0.1310619,1.796497,-0.0761537,0.2833331,0.6941729,0.4831684,-0.4521002,
2.625464,0.1311537,1.796594,-0.07568961,0.2833967,0.6938126,0.4834165,-0.4523483,
2.658297,0.1314797,1.796854,-0.07466251,0.2832679,0.6931247,0.4842596,-0.4525817,
2.691774,0.1320936,1.797289,-0.07310098,0.2828492,0.6921686,0.4857997,-0.4526563,
2.724764,0.1320523,1.797414,-0.07198614,0.2819318,0.6917374,0.4868348,-0.4527756,
2.757998,0.1310095,1.797337,-0.06937057,0.2793696,0.6908858,0.4886068,-0.4537542,
2.791912,0.1281899,1.796581,-0.06654668,0.2752888,0.6904801,0.4897208,-0.4556608,
2.824464,0.1262731,1.795988,-0.06516153,-0.2729619,-0.6904008,-0.4899521,0.4569304,
2.857697,0.1218929,1.794517,-0.06264216,-0.2691133,-0.6900871,-0.4892135,0.4604651,
2.890931,0.1181407,1.79327,-0.05988216,-0.2670998,-0.6888685,-0.4879332,0.4648001,
2.924724,0.1168149,1.792884,-0.05821621,-0.26685,-0.6877552,-0.4874345,0.4671096,
2.957838,0.1155548,1.792688,-0.0546397,-0.2668566,-0.6851476,-0.4875688,0.4707834,
2.990923,0.1148404,1.792725,-0.05063254,-0.2665502,-0.6823368,-0.4886041,0.4739552,
3.024032,0.1147446,1.792837,-0.0486728,-0.2669713,-0.6807343,-0.4889593,0.4756533,
3.057099,0.1147213,1.793058,-0.04546899,-0.2681286,-0.6779204,-0.489321,0.4786398,
3.090332,0.1149986,1.793318,-0.04328895,-0.2703319,-0.6754329,-0.4888435,0.481397,
3.123565,0.1152936,1.793493,-0.04247028,-0.2718582,-0.6742132,-0.4883559,0.4827405,
3.156916,0.1163868,1.794047,-0.04082894,-0.2750299,-0.6717049,-0.4878023,0.4849948,
3.190034,0.1177235,1.794682,-0.03939688,-0.2779014,-0.6694533,-0.4876241,0.4866477,
3.223275,0.118443,1.795018,-0.03863835,-0.2790567,-0.6684054,-0.4877999,0.4872505,
3.256498,0.1198618,1.795673,-0.03719568,-0.2812579,-0.6664006,-0.4881729,0.488356,
3.289958,0.1211414,1.796241,-0.03618252,-0.2836379,-0.6646293,-0.488111,0.4894539,
3.322988,0.1216358,1.796451,-0.03593522,-0.2846168,-0.6640245,-0.487993,0.4898241,
3.356198,0.1226036,1.796867,-0.03533709,-0.2862647,-0.6628647,-0.4879929,0.4904343,
3.389431,0.1227878,1.796951,-0.03511918,-0.2870512,-0.66236,-0.4876757,0.4909717,
